업종명,업소명,업소소재지(도로명),소재지전화
미용업(일반),꾸아퍼스트세이탄방점,"대전광역시 서구 문정로 85, 3층 (탄방동)",042-487-3388
미용업(일반),원헤어,"대전광역시 서구 복수동로 40, 1층 (복수동)",042-581-9009
미용업(일반),제이엠헤어,"대전광역시 서구 대덕대로233번길 36, 2층 (둔산동)",042-471-4722
미용업(일반),헤어두,"대전광역시 서구 둔산북로 36, 114호 (둔산동, 대영프라자)",042-471-0879
미용업(일반),드림헤어,"대전광역시 서구 갈마로85번길 9, 1층 (갈마동)",042-526-2777
미용업(일반),오라(Ora),"대전광역시 서구 대덕대로167번길 15, 1층 103호 (갈마동)",070-8877-0259
미용업(일반),송헤어,대전광역시 서구 괴정로166번길 50 (가장동),
미용업(일반),머리헤어,"대전광역시 서구 도솔로305번길 100, 1층 (괴정동, 1층일부)",
미용업(일반),제이엠제이헤어클럽,대전광역시 서구 도솔로357번길 58 (괴정동),042-525-6025
미용업(일반),주은헤어,대전광역시 서구 정림로 11 (정림동),
미용업(일반),티아라헤어,대전광역시 서구 원도안로 32 (가수원동),
미용업(일반),디에스뷰티(DS beauty),"대전광역시 서구 대덕대로220번길 17, 2(일부)층 (둔산동)",042-472-0825
미용업(일반),네일의아침,"대전광역시 서구 대덕대로162번길 15, 1층 (갈마동)",
미용업(일반),미앤미헤어?,"대전광역시 서구 정림서로138번길 21, 105호 (정림동)",042-585-1585
미용업(일반),권순숙헤어투투,"대전광역시 서구 월평로 83, 3층 309호 (월평동, 다모아아파트상가동)",042-488-5888
미용업(일반),편안안네일(nail),"대전광역시 서구 둔산로 228, 1층 3호4호 (둔산동)",
미용업(일반),오드리헤어,"대전광역시 서구 원도안로 43, 201호 (가수원동)",
미용업(일반),헤어스토리,"대전광역시 서구 갈마로 294, 1층 (가장동)",
미용업(일반),미성한헤어루즈,"대전광역시 서구 조달청길 25, 1층 (도마동)",
미용업(일반),연헤어샵,"대전광역시 서구 도마5길 47, 1층 (도마동)",042-623-2222
미용업(일반),김준헤어,대전광역시 서구 용소로12번길 6-3 (가수원동),
미용업(일반),쫌헤어,"대전광역시 서구 관저동로90번길 47, 2층 206호 (관저동)",042-543-5623
미용업(일반),에이치스토리헤어,"대전광역시 서구 관저북로 15, 1층 103호 (관저동, 관저디엔에이프라자)",
미용업(일반),오수현헤어,"대전광역시 서구 대덕대로 319, 124호 (월평동, 우림필유)",
미용업(일반),엘루어헤어,"대전광역시 서구 관저동로 66, 2층 203호 (관저동, 애드피아빌딩)",042-542-2988
미용업(일반),오태순헤어붐,"대전광역시 서구 복수중로 38, 117호118호 (복수동, 목화@B상가)",042-584-7663
미용업(일반),호감헤어,"대전광역시 서구 둔산로 20 (둔산동, 302호일부)",042-933-7420
미용업(일반),바이에이치샵,"대전광역시 서구 도안북로117번길 16, 1층 (도안동)",
미용업(일반),끌림헤어,"대전광역시 서구 신갈마로 46, 상가동 2층 201(일부)호 (내동, 롯데아파트)",042-522-4561
미용업(일반),끼프로헤어,"대전광역시 서구 문정로150번길 26, 1층 (탄방동)",042-487-0771
미용업(일반),진우헤어,"대전광역시 서구 관저로 157, 123호 (관저동, 하이존)",042-543-8821
미용업(일반),휘가로앤꾀꼬리,"대전광역시 서구 둔산남로 50, 1층 (탄방동)",042-255-0044
미용업(일반),헤어스토리,"대전광역시 서구 관저로 46, 103호 (관저동, 구봉7단지 주상가동)",042-544-2080
미용업(일반),여우속눈썹,"대전광역시 서구 둔산중로 19, A-176호 (탄방동)",
미용업(일반),스타헤어,"대전광역시 서구 관저동로 64-63, 2층 (관저동)",
미용업(일반),모모헤어샵,"대전광역시 서구 계룡로342번길 92, 1층 (갈마동)",
미용업(일반),헤어톡톡,"대전광역시 서구 도산로335번길 32, 1층 (용문동)",
미용업(일반),옴므컷트클럽,"대전광역시 서구 계룡로354번길 35, 1층 (갈마동)",
미용업(일반),리슈빌프로헤어,"대전광역시 서구 도안동로 123, 204호 (도안동, 도안리슈빌근린생활시설)",
미용업(일반),황현미용실,"대전광역시 서구 대덕대로 150, 116호 (갈마동, 큰마을상가148동)",
미용업(일반),라인헤어,"대전광역시 서구 도안남로 145, 105호 (관저동, 성광타워)",
미용업(일반),헤어빌리브,"대전광역시 서구 원도안로26번길 7-25, 1층 (가수원동)",
미용업(일반),헤어모네,"대전광역시 서구 관저중로64번길 35, 112호 (관저동, 블루2상가)",042-541-7940
미용업(일반),루디아헤어5호점,"대전광역시 서구 만년남로3번길 10, 1층 (만년동)",
미용업(일반),둔산헤어스케치,"대전광역시 서구 둔산남로165번길 21, 2층 일부 (둔산동)",042-483-0402
미용업(일반),다예헤어,"대전광역시 서구 용소로12번길 57, 1층 (가수원동)",042-543-5553
미용업(일반),윤헤어라인,"대전광역시 서구 복수서로 10, 206호 (복수동, 계룡@상가(10동)",042-301-6374
미용업(일반),착한염색,"대전광역시 서구 도솔로 149, 1층 (도마동)",
미용업(일반),블랑,"대전광역시 서구 문정로60번길 52, 104호 (탄방동)",
미용업(일반),보브헤어,대전광역시 서구 도안북로118번길 4 (도안동),042-825-0336
미용업(일반),제이헤어미션,"대전광역시 서구 복수서로 50, 209호 (복수동, 목화@상가)",
미용업(일반),엄소정헤어두,"대전광역시 서구 도산로369번길 92, 4층 (괴정동)",042-524-5660
미용업(일반),스타일리스트데니,"대전광역시 서구 문정로9번길 41, 1층 (둔산동)",
미용업(일반),아이엠포헤어스투디오,"대전광역시 서구 복수동로 63-1, 2층 (복수동)",
미용업(일반),컬러디멘션 그린점,대전광역시 서구 유등로669번길 28-6 (탄방동),
미용업(일반),이디아헤어,대전광역시 서구 관저북로51번길 7-21 (관저동),
미용업(일반),로싸헤어,대전광역시 서구 계룡로 587 (탄방동),042-484-5253
미용업(일반),루디아헤어,"대전광역시 서구 원도안로 51, 103호 (가수원동, 성광타워)",
미용업(일반),강남헤어,"대전광역시 서구 갈마중로16번길 17, 1층 (갈마동, 1층일부)",042-523-4234
미용업(일반),헤어천사,"대전광역시 서구 도산로400번길 36, 1층 (용문동, 1층일부)",
미용업(일반),헤어마로,"대전광역시 서구 문정로 77, 3층 347호 (탄방동)",042-486-8811
미용업(일반),권홍헤어,"대전광역시 서구 관저로 157, 2층 205호 (관저동)",042-543-4848
미용업(일반),정풍헤어,"대전광역시 서구 청사서로 65, 2층 (월평동, 2층일부)",042-487-7440
미용업(일반),맨스헤어,"대전광역시 서구 문정로 148, 104호 (탄방동)",
미용업(일반),H스타일 시청점,"대전광역시 서구 둔산중로46번길 10, 2층 (둔산동, 2층일부)",
미용업(일반),루디아헤어디자인,"대전광역시 서구 도산로370번길 75, 1층 (용문동)",
미용업(일반),아비스타일헤어살롱,"대전광역시 서구 도안동로 3, 306호 (가수원동)",
미용업(일반),홍헤어,"대전광역시 서구 장안로 6, 1층 (흑석동, 1층일부)",
미용업(일반),팜앤컬헤어클럽,"대전광역시 서구 갈마중로8번길 50, 1층 (갈마동, 1층일부)",042-527-8346
미용업(일반),헤어지지마,"대전광역시 서구 월평북로 11, 1층 102호 (월평동)",042-538-2250
미용업(일반),첼시헤어,"대전광역시 서구 관저로 184, 1층 103호 (관저동, 주상가동)",
미용업(일반),염색스토리연,"대전광역시 서구 계룡로416번길 12, 1층 (갈마동)",
미용업(일반),거꾸로가는헤어,"대전광역시 서구 갈마로211번길 16, 1층 (괴정동, 102호일부)",
미용업(일반),구피샵정림점,"대전광역시 서구 정림동로7번길 40, 1층 104호 (정림동)",
미용업(일반),허준헤어 둔산애플점,"대전광역시 서구 대덕대로 179, 202호 (둔산동)",042-487-1960
미용업(일반),더(THE)애츠스타일헤어,"대전광역시 서구 관저동로 91, 2층 (관저동, 2층일부)",042-545-8881
미용업(일반),명숙이네헤어샵,"대전광역시 서구 계룡로615번길 36, 1층 (탄방동, 1층일부)",
미용업(일반),준헤어,"대전광역시 서구 갈마로219번길 11, 1층 (괴정동)",
미용업(일반),엠지에프(MGF),"대전광역시 서구 둔산중로 20, 1층 119호 (탄방동)",
미용업(일반),채플린헤어(The 1set),"대전광역시 서구 갈마로 274, 1층 (내동, 1층일부)",
미용업(일반),엣지헤어샵,"대전광역시 서구 관저로 80, 2층 204호 (관저동)",042-544-5001
미용업(일반),미플러스헤어,"대전광역시 서구 둔산로 201, 2층 201호 (둔산동)",
미용업(일반),모도헤어,"대전광역시 서구 대덕대로 150, 148동 302호 (갈마동)",
미용업(일반),이헤어샵,"대전광역시 서구 계룡로320번길 21, 1층 (갈마동)",
미용업(일반),서임헤어스토리,"대전광역시 서구 복수남로 42, 1층 (복수동, 1층일부)",
미용업(일반),라하프헤어,"대전광역시 서구 원도안로 189, 1층 (도안동, 1층일부)",
미용업(일반),더케이헤어,"대전광역시 서구 문정로 96, 2층 203호 (탄방동)",
미용업(일반),윤희,"대전광역시 서구 도산로349번길 65, 1층 (괴정동, 1층일부)",
미용업(일반),김인헤어,"대전광역시 서구 신갈마로209번길 58, 1층 (갈마동, 1층일부)",
미용업(일반),멋짱미용실,"대전광역시 서구 둔산로 223, 2층 203호 (둔산동)",
미용업(일반),예스천연염색&천연미네랄,"대전광역시 서구 원도안로 47, 103-1호 (가수원동)",
미용업(일반),구피샵가장점,"대전광역시 서구 도산로 298-2, 1층 (가장동, 1층일부)",
미용업(일반),후헤어살롱,"대전광역시 서구 도산로393번길 43, 1층 (탄방동, 대정빌)",
미용업(일반),티아헤어,"대전광역시 서구 원도안로224번안길 6-8, 1층 104호 (도안동)",042-543-3636
미용업(일반),살롱(salon)9헤어,"대전광역시 서구 가장로 63, 1층 (괴정동, 1층일부)",
미용업(일반),데일리헤어,"대전광역시 서구 신갈마로 95, 1층 110호 (갈마동)",
미용업(일반),블롱헤어,"대전광역시 서구 도안동로11번길 62, 3층 305호 (가수원동, 비전타워2)",
미용업(일반),장루이다비드미용실,"대전광역시 서구 둔산남로 50, 4층 (탄방동, 4층일부)",042-472-7117
미용업(일반),리치헤어,"대전광역시 서구 사마1길 42, 1층 (도마동, 1층일부)",
미용업(일반),헤어망고미용실,"대전광역시 서구 둔산로 130, 2층 206호 (둔산동)",
미용업(일반),맨스토리헤어,"대전광역시 서구 탄방로7번길 11, 1층 (탄방동, 1층일부)",
미용업(일반),투비헤어,"대전광역시 서구 정림로 62, 2층 (정림동)",
미용업(일반),비아트프로헤어,"대전광역시 서구 원도안로25번길 88, 2층 (가수원동, 2층일부)",
미용업(일반),조희살롱미용실,"대전광역시 서구 관저북로51번길 8-24, 1층 (관저동, 1층일부)",042-543-1999
미용업(일반),미장원  by혜영,"대전광역시 서구 계룡로394번길 50, 1층 105호 (갈마동)",
미용업(일반),케어셀라헤나,"대전광역시 서구 문정로 77, 3층 326호 (탄방동, 로데오타운)",
미용업(일반),제이하우스hair&beauty,"대전광역시 서구 둔지로 54, 101(2층일부)호 (둔산동)",
미용업(일반),라브릿지미용실,"대전광역시 서구 도안북로93번길 10-15, 1층 (도안동, 1층일부)",
미용업(일반),머리헤어,"대전광역시 서구 문정로170번길 38, 1층 (둔산동, 1층일부)",070-8716-9004
미용업(일반),헤어디자이너 프란체스카,"대전광역시 서구 관저동로 84, 2층 (관저동, 2층일부)",042-544-3321
미용업(일반),벨리자헤어,"대전광역시 서구 탄방로7번길 29, 1층 (탄방동, 1층일부)",
미용업(일반),헤어클럽,"대전광역시 서구 신갈마로181번길 24-23, 1층 (갈마동, 1층일부)",042-521-1470
미용업(일반),샤넬헤어갤러리,"대전광역시 서구 신갈마로181번길 26, 1층 (갈마동, 1층일부)",042-522-1858
미용업(일반),헤어샵,"대전광역시 서구 문정로2번길 51, 1층 128호 (탄방동)",
미용업(일반),노블레스헤어,"대전광역시 서구 관저로 177-43, 1층 107호 (관저동)",042-546-1189
미용업(일반),지앤미스케치,"대전광역시 서구 정림로 10, 1층 (정림동, 1층일부)",
미용업(일반),제이헤어살롱,"대전광역시 서구 탄방로7번길 65, 1층 (탄방동, 1층일부)",
미용업(일반),자야#,"대전광역시 서구 배재로186번길 12, 1층 (도마동, 101호일부)",
미용업(일반),오땡큐천연염색전문점,"대전광역시 서구 동서대로1064번길 16, 1층 (변동, 1층일부)",070-7604-7906
미용업(일반),나비헤어,"대전광역시 서구 계룡로342번길 197, 1층 (갈마동)",
미용업(일반),염색방,"대전광역시 서구 청사서로 65, 2층 202호 (월평동)",
미용업(일반),헤어아티스트 (HAIR Artist) 백영재,"대전광역시 서구 도안동로 183, 2층 201호 (도안동)",042-541-3182
미용업(일반),리챠드프로헤어 둔산타임월드점,"대전광역시 서구 둔산로 29, 2층 (둔산동, 2층일부)",042-369-1601
미용업(일반),늘품헤어살롱,"대전광역시 서구 계룡로354번길 34, 1층 (갈마동)",
미용업(일반),리니헤어,"대전광역시 서구 도솔로 244, 1층 (내동, 1층일부)",
미용업(일반),컬리헤어,"대전광역시 서구 원도안로 100, 1층 102호 (도안동)",
미용업(일반),더그루밍맨즈헤어,"대전광역시 서구 계룡로416번길 8, 1층 (갈마동)",
미용업(일반),키라비헤어,"대전광역시 서구 도안북로 95, 6층 601호 (도안동, 601호일부)",
미용업(일반),주민서헤어샵,"대전광역시 서구 대덕대로 141-13, 지하1층 (갈마동, 지하1층일부)",
미용업(일반),은헤어샵,"대전광역시 서구 도산로219번길 7, 1층 (변동, 1층일부)",
미용업(일반),루아헤어&스토어 갈마점,"대전광역시 서구 갈마로 123, 1층 (갈마동)",
미용업(일반),J안헤어,"대전광역시 서구 구봉로131번길 17, 1층 107호 (관저동)",
미용업(일반),한가람미용실,"대전광역시 서구 문예로 16, 3층 308호 (탄방동)",042-480-8230
